Polling Booth Name,Polling Booth Address,HearingAid,Braille,Interpreter Services,latitude,longitude
"Ground Floor, Room No. 10 Dr. Babsaheb Ambedkar Road (E), Dadar (East), Mumbai - 14","Ground Floor, Room No. 10 Dr. Babsaheb Ambedkar Road (E), Dadar (East), Mumbai - 14",No,No,Yes,19.0075,72.84049999999999
"India Bulls Finance Center Building, Ground Floor, Partition - F Senapati Bapat Marg(E), Elephiston, Mumbai 13","India Bulls Finance Center Building, Ground Floor, Partition - F Senapati Bapat Marg(E), Elephiston, Mumbai 13",Yes,Yes,No,19.01463,72.8384913
"Hutatma Babu Genu, Mumbai Mills worker Krida Bhawan, New Bldg, Car Parking Partition - A Senapati Bapat Marg(W), Behind Lokmanya Nagar, Elephiston, Mumbai 13","Hutatma Babu Genu, Mumbai Mills worker Krida Bhawan, New Bldg, Car Parking Partition - A Senapati Bapat Marg(W), Behind Lokmanya Nagar, Elephiston, Mumbai 13",Yes,Yes,No,19.026602,72.83609659999999
"Hutatma Babu Genu, Mumbai Mills worker Krida Bhawan, New Bldg, Car Parking Partition - B Senapati Bapat Marg(W), Behind Lokmanya Nagar, Elephiston, Mumbai 13","Hutatma Babu Genu, Mumbai Mills worker Krida Bhawan, New Bldg, Car Parking Partition - B Senapati Bapat Marg(W), Behind Lokmanya Nagar, Elephiston, Mumbai 13",Yes,No,Yes,19.026602,72.83609659999999
"Open Passage, Pandal - 1 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Open Passage, Pandal - 1 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",No,No,Yes,19.0138935,72.8443036
"Open Passage, Pandal - 2 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Open Passage, Pandal - 2 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",No,No,Yes,19.010342,72.841967
"Open Passage, Pandal - 3 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Open Passage, Pandal - 3 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",Yes,Yes,No,19.012194,72.844044
"Open Passage, Pandal - 4 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Open Passage, Pandal - 4 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",No,Yes,Yes,19.0142991,72.8456168
"Ground Floor, Room No.4 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Ground Floor, Room No.4 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",Yes,No,No,19.0142991,72.8456168
"Ground Floor, Room No.5 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Ground Floor, Room No.5 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",Yes,Yes,Yes,19.000156,72.847492
"Ground Floor, Room No.6 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Ground Floor, Room No.6 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",No,No,No,19.013856,72.845193
"Ground Floor Room No 1 St. Xavier Steet, Naigaon Parel, Mumbai-12","Ground Floor Room No 1 St. Xavier Steet, Naigaon Parel, Mumbai-12",No,Yes,No,19.0065045,72.8456927
"Ground Floor Room No 2 St. Xavier Steet, Naigaon Parel, Mumbai-12","Ground Floor Room No 2 St. Xavier Steet, Naigaon Parel, Mumbai-12",No,Yes,Yes,19.0066068,72.8455908
"Ground Floor Room No 3 St. Xavier Steet, Naigaon Parel, Mumbai-12","Ground Floor Room No 3 St. Xavier Steet, Naigaon Parel, Mumbai-12",Yes,No,No,19.0065765,72.8457736
"Ground Floor Hall Partition - A St. Xavier Steet, Naigaon Parel, Mumbai-12","Ground Floor Hall Partition - A St. Xavier Steet, Naigaon Parel, Mumbai-12",Yes,No,Yes,19.0066981,72.84587710000001
"Ground Floor Hall Partition - B St. Xavier Steet, Naigaon Parel, Mumbai-12","Ground Floor Hall Partition - B St. Xavier Steet, Naigaon Parel, Mumbai-12",No,Yes,No,19.0066981,72.84587710000001
"Ground Floor Hall Partition - C St. Xavier Steet, Naigaon Parel, Mumbai-12","Ground Floor Hall Partition - C St. Xavier Steet, Naigaon Parel, Mumbai-12",No,No,Yes,19.0060407,72.8436071
"Ground Floor Hall Partition - D St. Xavier Steet, Naigaon Parel, Mumbai-12","Ground Floor Hall Partition - D St. Xavier Steet, Naigaon Parel, Mumbai-12",No,Yes,No,19.0066981,72.84587710000001
"Ground Floor Hall Partition - E St. Xavier Steet, Naigaon Parel, Mumbai-12","Ground Floor Hall Partition - E St. Xavier Steet, Naigaon Parel, Mumbai-12",Yes,No,No,19.0060407,72.8436071
"Ground Floor Hall Partition - F St. Xavier Steet, Naigaon Parel, Mumbai-12","Ground Floor Hall Partition - F St. Xavier Steet, Naigaon Parel, Mumbai-12",No,No,No,19.0066981,72.84587710000001
"Ground Floor Hall Partition - G St. Xavier Steet, Naigaon Parel, Mumbai-12","Ground Floor Hall Partition - G St. Xavier Steet, Naigaon Parel, Mumbai-12",Yes,No,Yes,19.0066981,72.84587710000001
"Ground Floor Hall Partition - H St. Xavier Steet, Naigaon Parel, Mumbai-12","Ground Floor Hall Partition - H St. Xavier Steet, Naigaon Parel, Mumbai-12",No,No,No,19.0060407,72.8436071
"Ground Floor, Room No.2 Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15","Ground Floor, Room No.2 Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15",No,No,Yes,19.0092171,72.853697
"Ground Floor, Room No.3 Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15","Ground Floor, Room No.3 Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15",Yes,No,Yes,19.0063233,72.8544277
"Ground Floor, Room No.5 Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15","Ground Floor, Room No.5 Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15",Yes,No,Yes,19.0138,72.855828
"Ground Floor, Room No.6 Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15","Ground Floor, Room No.6 Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15",Yes,Yes,No,19.0107608,72.8546032
"Ground Floor, Room No.7 Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15","Ground Floor, Room No.7 Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15",No,No,Yes,19.0060235,72.85374709999999
"Ground Floor Hall, Partition - A Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15","Ground Floor Hall, Partition - A Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15",No,No,No,19.014875,72.85659
"Ground Floor Hall, Partition - B Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15","Ground Floor Hall, Partition - B Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15",Yes,Yes,No,19.014875,72.85659
", Ground Floor Hall, Partition - C Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15",", Ground Floor Hall, Partition - C Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15",No,No,Yes,19.0154725,72.8566037
"Ground Floor Hall, Partition - D Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15","Ground Floor Hall, Partition - D Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15",No,Yes,No,19.014875,72.85659
"Ground Floor, Room No.7 Dr.Babasaheb Ambedkar Road(E), Dadar (East), Mumbai-14","Ground Floor, Room No.7 Dr.Babasaheb Ambedkar Road(E), Dadar (East), Mumbai-14",Yes,Yes,Yes,19.0057649,72.84041599999999
"Ground Floor, Room No.8 Dr.Babasaheb Ambedkar Road(E), Dadar (East), Mumbai-14","Ground Floor, Room No.8 Dr.Babasaheb Ambedkar Road(E), Dadar (East), Mumbai-14",No,No,No,19.0166134,72.8467166
"Ground Floor, Room No.9 Dr.Babasaheb Ambedkar Road(E), Dadar (East), Mumbai-14","Ground Floor, Room No.9 Dr.Babasaheb Ambedkar Road(E), Dadar (East), Mumbai-14",Yes,Yes,Yes,19.015391,72.8456514
"Hutatma Babu Genu Mumbai Mills Worker Krida Bhavan, New Building, Car Parking Partition - D Senapati Bapat Road (E), Elphinstone (W), Mumbai 13","Hutatma Babu Genu Mumbai Mills Worker Krida Bhavan, New Building, Car Parking Partition - D Senapati Bapat Road (E), Elphinstone (W), Mumbai 13",Yes,No,Yes,19.026602,72.83609659999999
"Hutatma Babu Genu Mumbai Mills Worker Krida Bhavan, New Building, Car Parking Partition - E Senapati Bapat Road (E), Elphinstone (W), Mumbai 13","Hutatma Babu Genu Mumbai Mills Worker Krida Bhavan, New Building, Car Parking Partition - E Senapati Bapat Road (E), Elphinstone (W), Mumbai 13",No,No,Yes,19.026602,72.83609659999999
"Open Ground, Pandal - 1 St. Xavier Street (S), Opp. Bhoiwada Court, Naigaon, Parel, Mumbai-12","Open Ground, Pandal - 1 St. Xavier Street (S), Opp. Bhoiwada Court, Naigaon, Parel, Mumbai-12",Yes,Yes,No,19.0065045,72.8456927
"Open Ground, Pandal - 2 St. Xavier Street (S), Opp. Bhoiwada Court, Naigaon, Parel, Mumbai-12","Open Ground, Pandal - 2 St. Xavier Street (S), Opp. Bhoiwada Court, Naigaon, Parel, Mumbai-12",No,Yes,No,19.0066068,72.8455908
"Open Ground, Pandal - 3 St. Xavier Street (S), Opp. Bhoiwada Court, Naigaon, Parel, Mumbai-12","Open Ground, Pandal - 3 St. Xavier Street (S), Opp. Bhoiwada Court, Naigaon, Parel, Mumbai-12",Yes,Yes,Yes,19.0065765,72.8457736
"Ground Floor Hall St. Xevier s Street (S), Parel, Mumbai-12","Ground Floor Hall St. Xevier s Street (S), Parel, Mumbai-12",Yes,Yes,No,18.9429977,72.8315398
"Ground Floor, Room No.1 Shiwadi Koliwada Road, Shiwadi (E), Shiwadi, Mumbai-15","Ground Floor, Room No.1 Shiwadi Koliwada Road, Shiwadi (E), Shiwadi, Mumbai-15",Yes,No,No,18.9793216,72.8429561
"Ground Floor, Room No.2 Shiwadi Koliwada Road, Shiwadi (E), Shiwadi, Mumbai-15","Ground Floor, Room No.2 Shiwadi Koliwada Road, Shiwadi (E), Shiwadi, Mumbai-15",No,No,No,19.0081894,72.8528403
"Ground Floor, Room No.3 Shiwadi Koliwada Road, Shiwadi (E), Shiwadi, Mumbai-15","Ground Floor, Room No.3 Shiwadi Koliwada Road, Shiwadi (E), Shiwadi, Mumbai-15",No,Yes,No,18.9853614,72.8434008
"Ground In Front of B. P. T. Samaj Kalyan Kendra,","Sangeetratna Kesarinath Buva Bhaye Marg, Ground Floor,
Mandap, Mumbai 400 030",Yes,Yes,Yes,19.0233505,72.8172399
D.Y. Patil International School,",Veer Nariman Street, GroundFloor Hall,Adarsh Nagar,
Mumbai 400 030",Yes,No,No,19.0151379,72.8232551
"Janata Shikshan Sanstha High School,","Ground Floor, Room No 1, Veer Nariman Street, Mumbai -
400 030.",Yes,No,No,19.0147899,72.82337749999999
"Brihanmumbai Mahanagarpalika,","Veer Nariman Street, Adarsh Nagar School,Ground Floor,
Room No. 1, Mumbai 400 030",No,Yes,Yes,19.0151379,72.8232551
"Bal Vikas Mandir School, Opp. Worli Sports Club,","Ground Floor, Room No. 1, Veer Nariman Street, Mumbai
400 030",Yes,Yes,Yes,19.0147899,72.82337749999999
"Adarsh Nagar English High School, Adarsh Nagar
Tenents Welfare Centre,","Ground Floor, Room No.1, Opp. Building Number 27,
Worli, Mumbai 400 030",Yes,No,Yes,19.0121697,72.8218627
"Sacred Heart High School, Ground Floor,","Room No. 1, Sasmira Marg, Mumbai 400 030",No,No,No,19.0113674,72.8195729
"Sasmira Silk And Arts Silk Mills Institute And
Research Association,","Ground Floor, Entrance Passage Part -1, Dr. Annie Besant
Road,Mumbai -  400 030.",Yes,No,No,19.005562,72.8176359
"The New Workshop For The Blind,","Hall-Part -1, Ground Floor, J. B. Temkar Marg, Mumbai 400
030",No,No,Yes,19.0129305,72.8222695
"BrihanMumbai Mahangarpalika, Glob Mill
Passage School No. 2,","Room No.1, Ground Floor, Pandurang Budhkar Marg,
Mumbai 400 013",No,No,Yes,19.0062976,72.8252984
"Century Mill Kamgar Vasahat Building A -17,","Mandap No. 7, Pandurang Budhkar Marg, Mumbai-
400013",No,Yes,Yes,19.0064345,72.8207302
"BrihanMumbai Mahanagar palika Worli Sea Face
Samuh School,","Ground Floor, Room No.1, Khan Abdul Gafar Khan Road,
Mumbai 400 030",Yes,No,No,19.0121697,72.8218627
"Open Space In Front Of Century Mill Workers
Colony,","Mandap 1, Pandurang Budhkar Marg, Mumbai. 400013",No,Yes,No,19.006142,72.824731
"Century Janseva Trustdvara Sanchalit Bal Mandir
Corner Building,","Ground Floor,Hall Partition, Pandurang Budhkar Marg,
Mumbai 400 013",Yes,Yes,Yes,19.0062976,72.8252984
"Rashtriya Shikshan Sanshodhan Sanstha
Yashwant Bhavan, ( K. G. T. School ),","Ground Floor, Part - 1, Pandurang Budhkar Marg, Mumbai
400013",Yes,No,No,19.006142,72.824731
"B.D.D Chawl No 22,","Mandap 1, Dr. G.M Bhosle Marg, Worli, Mumbai 400 018",Yes,Yes,No,19.0003167,72.8180768
"Pwd Office And Sawli Building Compaund,","Mandap No. 1, Ganpat Jadhav Marg, Worli Bdd Chawls,
Worli, Mumbai, 400 018",No,No,Yes,19.002425,72.817459
"Udyog Shikshan Kendra,","Ground Floor Hall Part -1, Gandhi Maidan (Jambhori
Maidan ), Dr. G.M.Bhosle Marg, Mumbai 400 018",Yes,Yes,Yes,19.0025511,72.81886829999999
"BrihanMumbai Mahanagarpalika Dr. Baba Saheb
Ambedakar School No. 2","Ground Floor, Room No. 7, S.S. Amrutwar Marg, Mumbai
400 013",Yes,No,Yes,18.9981729,72.8274691
"BrihanMumbai Mahanagarpalika Dr. Baba Saheb
Ambedakar School No. 3","Ground Floor, Room No. 8, S.S. Amrutwar Marg, Mumbai
400 013",Yes,Yes,No,18.9981729,72.8274691
"BrihanMumbai Mahanagarpalika Dr. Baba Saheb
Ambedakar School No. 4","Ground Floor, Room No. 9, S.S. Amrutwar Marg, Mumbai
400 013",Yes,Yes,Yes,18.9981729,72.8274691
"BrihanMumbai Mahanagarpalika Dr. Baba Saheb
Ambedakar School No. 5","Ground Floor, Room No.10, S.S. Amrutwar Marg, Mumbai
400 013",Yes,No,No,18.9981729,72.8274691
"BrihanMumbai Mahanagarpalika Dr. Baba Saheb
Ambedakar School No. 6","Ground Floor, Room No. 11, S.S. Amrutwar Marg, Mumbai
400 013",No,Yes,No,19.001686,72.822194
"BrihanMumbai Mahanagarpalika Dr. Baba Saheb
Ambedakar School No. 7","Ground Floor, Room No. 12, S.S. Amrutwar Marg, Mumbai
400 013",Yes,No,No,19.0110743,72.84662759999999
"R. K. Poddar Medical College,","Library Building, Lecture Room No. 6, Ground Floor, Dr,
Annie Besant Road, Mumbai 400 030",Yes,No,No,19.0074013,72.8187146
"Pwd, Mahatma Gandhi Maidan, (Jambori
Maidan),","Mandap 1, Dr. G.M Bhosle Road, Worli, Mumbai 400018",No,No,No,19.0003167,72.8180768
"BrihanMumbai Mahanagarpalika Dr. Baba Saheb
Ambedakar School No. 8","Ground Floor, Room No. 1, S.S. Amrutwar Marg, Mumbai
400 013",No,Yes,No,19.0111219,72.84714
"BrihanMumbai Mahanagarpalika Dr. Baba Saheb
Ambedakar School No. 9","Ground Floor, Room No. 2, S.S. Amrutwar Marg, Mumbai
400 013",No,Yes,No,18.9981729,72.8274691
"BrihanMumbai Mahanagarpalika Dr. Baba Saheb
Ambedakar School No. 10","Ground Floor, Room No. 3, S.S. Amrutwar Marg, Mumbai
400 013",No,No,Yes,19.011325,72.84674799999999
"BrihanMumbai Mahanagarpalika Dr. Baba Saheb
Ambedakar School No. 11","Ground Floor, Room No. 4, S.S. Amrutwar Marg, Mumbai
400 013",No,No,Yes,18.9981729,72.8274691
"BrihanMumbai Mahanagarpalika Dr. Baba Saheb
Ambedakar School No. 12","Ground Floor, Room No. 5, S.S. Amrutwar Marg, Mumbai
400 013",No,No,Yes,18.9985412,72.82185249999999
"BrihanMumbai Mahanagarpalika Dr. Baba Saheb
Ambedakar School No. 13","Ground Floor, Room No. 6, S.S. Amrutwar Marg, Mumbai
400 013",Yes,Yes,Yes,18.9981729,72.8274691
"Maratha High School,","Ground Floor Hall Part -1, Tabela Compound, S.S.
Amrutwar Marg, Mumbai 400013",No,No,Yes,18.9980191,72.82762869999999
"Kamgar Kalyan kendra,","Welfare Cantre Shishu Vihar School, Ground Floor,
Ganapat Jadhav Marg, Mumbai 400 018",Yes,No,No,18.9869094,72.8354832
"Worli Dairy, Worli Sea Face,","Mandap No. 1, Abdul Gafarkhan Road, Mumbai 400 018",No,No,Yes,18.9985145,72.8173545
Gokul Primary School,"Ground Floor, Room No.1, Bhagoji Waghmare Marg,
Mumbai 400018",Yes,Yes,Yes,19.00144,72.8203436
"Brihanmumbai Mahanagarpalika School No. 1,","Talachekar Wadi, Ground Floor Hall Part - 1,
Harishchandra L.Nagaonkar Marg , Mumbai 400013",No,Yes,Yes,19.0000029,72.8310119
"Municipal Ground Near Phoenix Mall,","Mandap No. 1, Senapati Bapat Marg, Lower Parel,
Mumbai 400 013",No,No,Yes,18.9947109,72.8258295
"Haidrabad (Sindh) National Collegiate University
Mumbai,","Hall-Part 1, D.M. Harish Building, 47, Dr. R. G. Thadani
Marg, Worli, Mumbai Ã¢â‚¬â€œ 400 018",No,No,Yes,19.0025299,72.81418400000001
"Brihanmumbai Mahangarpalika, Ganpatrao
Kadam Marg School,","Ground Floor, Room No-4, Ganapatrao Kadam Marg,
Lower Parel, Mumbai 400013",Yes,Yes,No,18.998072,72.83090349999999
"Maharashtra Kamgar Kalyan Kendra, Lalit Kala
Bhavan,","Ground Floor, Hall Part - 1, Jambori Maidan, G. M. Bhosale
Marg, Mumbai 18",Yes,No,No,19.0031932,72.81923669999999
"BrihanMumbai Mahanagarpalika, Worli Naka
School,","Mandap No. 1, Dr. Annie Besant Road, Mumbai 400 018",No,Yes,No,19.005562,72.8176359
"Janata Seva Mandal Balsanskar Kendra,","Ground Floor, Dainik Shivaner Marg, Mumbai 400 013",No,No,No,18.9943302,72.8210254
"BrihanMumbai Mahanagarpalika, Kasturaba
Gandhi Nagar School,","Ground Floor Hall Part -1, Dainik Shivner Marg, Mumbai
400 018",Yes,Yes,No,18.994413,72.8227806
Lokhandwala Residency,"Parking-Part -1, Manjrekar Lane, Dainik Shivner Marg,
Gandhi Nagar, Mumbai 400018.",No,No,Yes,18.9939254,72.8228251
"Brihanmumbai Mahanagarpalika Hindi Urdu
School,","Ground Floor, Room No. 2, Veer Jijamata Nagar, Dr. E.
Moses Marg, Worli Mumbai 400 018",No,Yes,No,18.9929062,72.8203701
"Bapusaheb Mhaskar Udyan Maidan,","Mandap-1, Jivraj Ramji Boricha Marg, Mumbai 400 013",No,No,No,18.9879558,72.8264753
Indian Council Of Social Welfare Trust Bal Mandir,"Hall Part - 1, Jijamata Nagar, Dr. E. Moses Marg, Mumbai
400 018",Yes,Yes,Yes,18.9929062,72.8203701
"Ground Near Sitaram Mills Compound School,","Mandap-1, Jivraj Ramji Boricha Marg, Mumbai 400013",Yes,Yes,No,18.9879558,72.8264753
"Open Space Between B.D.D. Chawl No. 27 and
32,","Mandap No. 1, Sakhu Bai Mohite Marg, Mumbai 400 013",No,Yes,No,18.9911965,72.8311559
Kamgar Kalyan Kendrashishu Sanskar Shool,"Ground Floor, Room No. 1, Sakhubai Mohite Marg,
Mumbai 400 013",No,Yes,Yes,18.9911965,72.8311559
"Family Welfare Agency,","Ground Floor, Room No. 1, N. M. Joshi Marg, Mumbai 400
013",No,Yes,No,18.9782717,72.8315185
Mandap - 1,"Ground in front of Mahapalika Community Hall, Khan
Abdul Gafar Khan Road, Worli, Mumbai 400018",Yes,Yes,No,19.0002858,72.8115986
Mandap - 2,"Ground in front of Mahapalika Community Hall, Khan
Abdul Gafar Khan Road, Worli, Mumbai 400018",Yes,No,Yes,19.0002858,72.8115986
Mandap - 3,"Ground in front of Mahapalika Community Hall, Khan
Abdul Gafar Khan Road, Worli Mumbai 400018",Yes,Yes,Yes,19.0002858,72.8115986
Mandap - 4,"Ground in front of Mahapalika Community Hall, Khan
Abdul Gafar Khan Road, Worli, Mumbai 400018",No,No,Yes,19.0002858,72.8115986
"Western Railway Sport Association Building,","Ground Floor, Room no. 1, Senapati Bapat Marg, Near
Mahalaxmi Sport Ground, Mumbai 400 013",Yes,Yes,Yes,19.0013624,72.8297152
"Ground Floor A-5, Worli Sea Side,","Mandap - 1, Narayan Pujari Nagar, Khan Abdul Gaffar
Khan Road, Mumbai 400 018",No,No,Yes,18.994503,72.813733
"Bruhanmumbai Mahanagar Palika M.P.S. School
No.2, New Building,","Mandap - 1, J. R. Boricha Marg, Mumbai 400 011",Yes,No,No,18.9879558,72.8264753
"BrihanMumbai Mahanagarpalika, Lovh grovh
Pumping Station School,","Ground Floor, Room No. - 1, Dr. Annie Besant Road
Mumbai 400 018",No,No,No,19.005562,72.8176359
"Nehru Space Centre, Exhibition Hall of
Knowledge,","Hall Part 1, Dr. Annie Besant Road, Mumbai 400 018",No,No,No,19.005562,72.8176359
"BrihanMumbai Mahanagarpalika, Dhobighat
School,","Grorund Floor, Room No. 1, Jivraj Ramji Boricha Marg,
Mumbai 400 011",Yes,No,Yes,18.9879558,72.8264753
Ground Front Of Bombay Fire Fighters CHS,"Mandap No. 1, Jivraj Ramji Boricha Marg, Mumbai 400
011",No,No,Yes,18.9879558,72.8264753
"Shanti Nagar MCGM Higher Primary Marathi
School,","Passage Partition, Gadge Maharaj Chawk, Saneguruji
Marg, Mumbai 400 011",Yes,No,No,18.983165,72.82862399999999
"Bruhanmumbai Mahanagar Palika M.P.S. School
No.1, New Building,","Ground Floor Passage, J. R. Boricha Marg, Mumbai 400
011",Yes,Yes,No,18.9879832,72.8272513
"BrihanMumbai Mahanagarpalika, Arthar Road
Bal Mandir,","Ground Floor, Hall Part-A, Sane Guruji Marg, Mumbai 400
011",Yes,Yes,Yes,18.9844544,72.8298936
"BrihanMumbai Mahanagarpalika, Keshvrao
Khadye Marg School,","Ground Floor, Room No - 1, Keshavrao Khadye Marg,
Mumbai 400 011",Yes,Yes,Yes,18.980109,72.829549
"Indian Medical Association Building,","Ground Floor Hall Keshavrao Khadye Marg, Mumbai 400
034",Yes,No,No,18.979171,72.8173127
